Movie_ID,Member_Name,Role,Film_Title,Gross,IMDB,Year,Classification
tt4520988,Michael Giaimo,Production Designer,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt4520988,Lisa Keene,Production Designer,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt4520988,Kristen Bell,Actor,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt4520988,Idina Menzel,Actor,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt4520988,Josh Gad,Actor,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt4520988,Jonathan Groff,Actor,Frozen II,1450026933,6.9,Walt Disney Studios Motion Pictures,PG
tt2395427,Joss Whedon,Director,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Joss Whedon,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Stan Lee,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Jack Kirby,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Joe Simon,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Jack Kirby,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Jim Starlin,Writer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Kevin Feige,Producer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Danny Elfman,Composer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Brian Tyler,Composer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Ben Davis,Cinematographer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Jeffrey Ford,Editor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Lisa Lassek,Editor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Charles Wood,Production Designer,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Robert Downey Jr.,Actor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Chris Evans,Actor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Mark Ruffalo,Actor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt2395427,Chris Hemsworth,Actor,Avengers: Age of Ultron,1402805868,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Ryan Coogler,Director,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Ryan Coogler,Writer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Joe Robert Cole,Writer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Stan Lee,Writer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Jack Kirby,Writer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Kevin Feige,Producer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Ludwig Göransson,Composer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Rachel Morrison,Cinematographer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Debbie Berman,Editor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Michael P. Shawver,Editor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Hannah Beachler,Production Designer,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Chadwick Boseman,Actor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Michael B. Jordan,Actor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Lupita Nyong'o,Actor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1825683,Danai Gurira,Actor,Black Panther,1346913161,7.3,Walt Disney Studios Motion Pictures,M
tt1201607,David Yates,Director,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Steve Kloves,Writer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,J.K. Rowling,Writer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,David Barron,Producer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,David Heyman,Producer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,J.K. Rowling,Producer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Alexandre Desplat,Composer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Eduardo Serra,Cinematographer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Mark Day,Editor,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Stuart Craig,Production Designer,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Daniel Radcliffe,Actor,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Emma Watson,Actor,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Rupert Grint,Actor,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt1201607,Michael Gambon,Actor,Harry Potter and the Deathly Hallows: Part 2,1341932398,8.1,Warner Bros.,M
tt2527336,Rian Johnson,Director,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Rian Johnson,Writer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,George Lucas,Writer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Ram Bergman,Producer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Kathleen Kennedy,Producer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,John Williams,Composer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Steve Yedlin,Cinematographer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Bob Ducsay,Editor,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Rick Heinrichs,Production Designer,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Daisy Ridley,Actor,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,John Boyega,Actor,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Mark Hamill,Actor,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt2527336,Carrie Fisher,Actor,Star Wars: Episode VIII - The Last Jedi,1332539889,6.9,Walt Disney Studios Motion Pictures,M
tt4881806,J.A. Bayona,Director,Jurassic World: Fallen Kingdom,1308467944,6.2,Universal Pictures,M
tt4881806,Derek Connolly,Writer,Jurassic World: Fallen Kingdom,1308467944,6.2,Universal Pictures,M
tt4881806,Colin Trevorrow,Writer,Jurassic World: Fallen Kingdom,1308467944,6.2,Universal Pictures,M
tt4881806,Michael Crichton,Writer,Jurassic World: Fallen Kingdom,1308467944,6.2,Universal Pictures,M
tt4881806,Belén Atienza,Producer,Jurassic World: Fallen Kingdom,1308467944,6.2,Universal Pictures,M
