Release_ID,Market,Release_Date,Opening,Gross,Film_Title,Ticket_prices_2014,Population_2021,Popularity
gr2980663813,Austria,"Mar 25, 1983",,2183000,E.T. the Extra-Terrestrial,12.29,8055927.167,3.330351609
gr2980663813,Ecuador,"Mar 25, 1983",,294000,E.T. the Extra-Terrestrial,5,11604131.67,0.126679018
gr3081327109,Switzerland,"Mar 27, 2002",,352243,E.T. the Extra-Terrestrial,20.21,7115768.333,1.00043041
gr3081327109,Denmark,"Mar 27, 2002",,261898,E.T. the Extra-Terrestrial,16.47,5314090.167,0.81170246
gr3081327109,Spain,"Mar 27, 2002",,1872771,E.T. the Extra-Terrestrial,10.92,40882502.83,0.500230121
gr3081327109,Hong Kong,"Mar 28, 2002",,761835,E.T. the Extra-Terrestrial,9.66,5919207.167,1.243295917
gr3081327109,Iceland,"Mar 28, 2002",,25480,E.T. the Extra-Terrestrial,10.81,271622.8333,1.01404877
gr3081327109,Israel,"Mar 28, 2002",,422557,E.T. the Extra-Terrestrial,10.8,5485158.667,0.831993362
gr3081327109,Sweden,"Mar 28, 2002",,255186,E.T. the Extra-Terrestrial,16.83,8884951.833,0.483376889
gr3081327109,Australia,"Mar 28, 2002",,583444,E.T. the Extra-Terrestrial,15.19,18498005,0.479106496
gr3081327109,New Zealand,"Mar 28, 2002",,97805,E.T. the Extra-Terrestrial,13.38,3735745.333,0.350299815
gr3081327109,Netherlands,"Mar 28, 2002",,375199,E.T. the Extra-Terrestrial,12.29,15309963.83,0.301189197
gr3081327109,Germany,"Mar 28, 2002",,1762985,E.T. the Extra-Terrestrial,12.29,80321215.83,0.269755449
gr3081327109,Chile,"Mar 28, 2002",,235088,E.T. the Extra-Terrestrial,7.09,14333032.5,0.116288993
gr3081327109,Slovenia,"Mar 28, 2002",,29341,E.T. the Extra-Terrestrial,7.51,1936968.167,0.113760729
gr3081327109,Argentina,"Mar 28, 2002",,426445,E.T. the Extra-Terrestrial,8,34559675.5,0.098715047
gr3081327109,Peru,"Mar 28, 2002",,240961,E.T. the Extra-Terrestrial,5.33,23589718.17,0.054444149
gr3081327109,Czech Republic,"Mar 28, 2002",,48882,E.T. the Extra-Terrestrial,7.48,10340416.5,0.035360022
gr3081327109,Hungary,"Mar 28, 2002",,18870,E.T. the Extra-Terrestrial,6.58,10217626,0.012152001
gr3081327109,Czech Republic,"Mar 28, 2002",4770,10571,E.T. the Extra-Terrestrial,7.48,10340416.5,0.007646798
gr3081327109,Austria,"Mar 29, 2002",,2033428,E.T. the Extra-Terrestrial,12.29,8055927.167,3.10216684
gr3081327109,United Kingdom,"Mar 29, 2002",669995,2921795,E.T. the Extra-Terrestrial,13.3,59864357.17,0.64913206
gr3081327109,Finland,"Mar 29, 2002",,102597,E.T. the Extra-Terrestrial,16.39,5081881.167,0.330894166
gr3081327109,Portugal,"Mar 29, 2002",,341894,E.T. the Extra-Terrestrial,8.19,9897924.5,0.282898891
gr3081327109,Italy,"Mar 29, 2002",,1242622,E.T. the Extra-Terrestrial,10.92,57232631.17,0.237092581
